item,api_id,check item
Magic shortbow scroll,12786,magic shortbow scroll
Magic staff,1389,magic staff
Magic stock,21952,magic stock
Magic stone,8788,magic stone
Magic string,6038,magic string
Magpie impling jar,11252,magpie impling jar
Magus ring,28313,magus ring
Mahogany armchair (flatpack),8508,mahogany armchair (flatpack)
Mahogany armour case (flatpack),9861,mahogany armour case (flatpack)
Mahogany bench (flatpack),8572,mahogany bench (flatpack)
Mahogany bird house,22195,mahogany bird house
Mahogany bookcase (flatpack),8514,mahogany bookcase (flatpack)
Mahogany cape rack (flatpack),9845,mahogany cape rack (flatpack)
Mahogany dresser (flatpack),8606,mahogany dresser (flatpack)
Mahogany fancy dress box (flatpack),9867,mahogany fancy dress box (flatpack)
Mahogany logs,6332,mahogany logs
Mahogany magic wardrobe (flatpack),9856,mahogany magic wardrobe (flatpack)
Mahogany plank,8782,mahogany plank
Mahogany pyre logs,6213,mahogany pyre logs
Mahogany sapling,21480,mahogany sapling
Mahogany seed,21488,mahogany seed
Mahogany stock,9450,mahogany stock
Mahogany table (flatpack),8558,mahogany table (flatpack)
Mahogany toy box (flatpack),9851,mahogany toy box (flatpack)
Mahogany wardrobe (flatpack),8620,mahogany wardrobe (flatpack)
Malediction shard 1,11931,malediction shard 1
Malediction shard 2,11932,malediction shard 2
Malediction shard 3,11933,malediction shard 3
Malediction ward,11924,malediction ward
Malicious ashes,25772,malicious ashes
Manta ray,391,manta ray
Maple bird house,22192,maple bird house
Maple blackjack,6416,maple blackjack
Maple blackjack(d),6420,maple blackjack(d)
Maple blackjack(o),6418,maple blackjack(o)
Maple leaves,6028,maple leaves
Maple logs,1517,maple logs
Maple longbow,851,maple longbow
Maple longbow (u),62,maple longbow (u)
Maple pyre logs,3444,maple pyre logs
Maple roots,6047,maple roots
Maple sapling,5372,maple sapling
Maple seed,5314,maple seed
Maple shield,22257,maple shield
Maple shortbow,853,maple shortbow
Maple shortbow (u),64,maple shortbow (u)
Maple stock,9448,maple stock
Marble block,8786,marble block
Marble cape rack (flatpack),9847,marble cape rack (flatpack)
Marble magic wardrobe (flatpack),9858,marble magic wardrobe (flatpack)
Marigold seed,5096,marigold seed
Marigolds,6010,marigolds
Marrentill,251,marrentill
Marrentill potion (unf),93,marrentill potion (unf)
Marrentill seed,5292,marrentill seed
Marrentill tar,10143,marrentill tar
Mask of ranul,23522,mask of ranul
Masori armour set (f),27355,masori armour set (f)
Masori body,27229,masori body
Masori body (f),27238,masori body (f)
Masori chaps,27232,masori chaps
Masori chaps (f),27241,masori chaps (f)
Masori mask,27226,masori mask
Masori mask (f),27235,masori mask (f)
Master scroll book (empty),21387,master scroll book (empty)
Master wand,6914,master wand
Mature cider,5765,mature cider
Mature wmb,5741,mature wmb
Meat pie,2327,meat pie
Meat pizza,2293,meat pizza
Meat tenderiser,7449,meat tenderiser
Menaphite purple hat,6392,menaphite purple hat
Menaphite purple kilt,6398,menaphite purple kilt
Menaphite purple robe,6396,menaphite purple robe
Menaphite purple top,6394,menaphite purple top
Menaphite red hat,6400,menaphite red hat
Menaphite red kilt,6406,menaphite red kilt
Menaphite red robe,6404,menaphite red robe
Menaphite red top,6402,menaphite red top
Menaphite remedy(1),27211,menaphite remedy(1)
Menaphite remedy(2),27208,menaphite remedy(2)
Menaphite remedy(3),27205,menaphite remedy(3)
Menaphite remedy(4),27202,menaphite remedy(4)
Merfolk trident,21649,merfolk trident
Minced meat,7070,minced meat
Mind altar teleport (tablet),19617,mind altar teleport (tablet)
Mind bomb(4),5801,mind bomb(4)
Mind bomb(m4),5881,mind bomb(m4)
Mind helmet,9733,mind helmet
Mind rune,558,mind rune
Mind shield,9731,mind shield
Mind talisman,1448,mind talisman
Mind tiara,5529,mind tiara
Mining helmet,5014,mining helmet
Mint cake,9475,mint cake
Mirror shield,4156,mirror shield
Mist battlestaff,20730,mist battlestaff
Mist rune,4695,mist rune
Mith grapple,9419,mith grapple
Mith grapple (unf),9418,mith grapple (unf)
Mith grapple tip,9416,mith grapple tip
Mithril 2h sword,1315,mithril 2h sword
Mithril arrow,888,mithril arrow
Mithril arrow(p),889,mithril arrow(p)
Mithril arrow(p+),5619,mithril arrow(p+)
Mithril arrow(p++),5625,mithril arrow(p++)
Mithril arrowtips,42,mithril arrowtips
Mithril axe,1355,mithril axe
Mithril bar,2359,mithril bar
Mithril battleaxe,1369,mithril battleaxe
Mithril bolts,9142,mithril bolts
Mithril bolts (p),9289,mithril bolts (p)
Mithril bolts (p+),9296,mithril bolts (p+)
Mithril bolts (p++),9303,mithril bolts (p++)
Mithril bolts (unf),9379,mithril bolts (unf)
Mithril boots,4127,mithril boots
Mithril brutal,4793,mithril brutal
Mithril chainbody,1109,mithril chainbody
Mithril claws,3099,mithril claws
Mithril crossbow,9181,mithril crossbow
Mithril crossbow (u),9461,mithril crossbow (u)
Mithril dagger,1209,mithril dagger
Mithril dagger(p),1225,mithril dagger(p)
Mithril dagger(p+),5674,mithril dagger(p+)
Mithril dagger(p++),5692,mithril dagger(p++)
Mithril dart,809,mithril dart
Mithril dart tip,822,mithril dart tip
Mithril dart(p),815,mithril dart(p)
Mithril dart(p+),5632,mithril dart(p+)
Mithril dart(p++),5639,mithril dart(p++)
Mithril dragon mask,12369,mithril dragon mask
Mithril felling axe,28208,mithril felling axe
Mithril full helm,1159,mithril full helm
Mithril full helm (g),12283,mithril full helm (g)
Mithril full helm (t),12293,mithril full helm (t)
Mithril gold-trimmed set (lg),13008,mithril gold-trimmed set (lg)
Mithril gold-trimmed set (sk),13010,mithril gold-trimmed set (sk)
Mithril halberd,3198,mithril halberd
Mithril hasta,11373,mithril hasta
Mithril hasta(p),11400,mithril hasta(p)
Mithril hasta(p+),11403,mithril hasta(p+)
Mithril hasta(p++),11405,mithril hasta(p++)
Mithril javelin,828,mithril javelin
Mithril javelin heads,19576,mithril javelin heads
Mithril javelin(p),834,mithril javelin(p)
Mithril javelin(p+),5645,mithril javelin(p+)
Mithril javelin(p++),5651,mithril javelin(p++)
Mithril kiteshield,1197,mithril kiteshield
Mithril kiteshield (g),12281,mithril kiteshield (g)
Mithril kiteshield (t),12291,mithril kiteshield (t)
Mithril knife,866,mithril knife
Mithril knife(p),873,mithril knife(p)
Mithril knife(p+),5657,mithril knife(p+)
Mithril knife(p++),5664,mithril knife(p++)
Mithril limbs,9427,mithril limbs
Mithril longsword,1299,mithril longsword
Mithril mace,1428,mithril mace
Mithril med helm,1143,mithril med helm
Mithril nails,4822,mithril nails
Mithril ore,447,mithril ore
Mithril pickaxe,1273,mithril pickaxe
Mithril platebody,1121,mithril platebody
Mithril platebody (g),12277,mithril platebody (g)
Mithril platebody (t),12287,mithril platebody (t)
Mithril platelegs,1071,mithril platelegs
Mithril platelegs (g),12279,mithril platelegs (g)
Mithril platelegs (t),12289,mithril platelegs (t)
Mithril plateskirt,1085,mithril plateskirt
Mithril plateskirt (g),12285,mithril plateskirt (g)
Mithril plateskirt (t),12295,mithril plateskirt (t)
Mithril scimitar,1329,mithril scimitar
Mithril seeds,299,mithril seeds
Mithril set (lg),13000,mithril set (lg)
Mithril set (sk),13002,mithril set (sk)
Mithril spear,1243,mithril spear
Mithril spear(p),1257,mithril spear(p)
Mithril spear(p+),5710,mithril spear(p+)
Mithril spear(p++),5724,mithril spear(p++)
Mithril sq shield,1181,mithril sq shield
Mithril sword,1285,mithril sword
Mithril thrownaxe,803,mithril thrownaxe
Mithril trimmed set (lg),13004,mithril trimmed set (lg)
Mithril trimmed set (sk),13006,mithril trimmed set (sk)
Mithril warhammer,1343,mithril warhammer
Mixed flowers,2472,mixed flowers
Mixed hide base,29292,mixed hide base
Mixed hide boots,29286,mixed hide boots
Mixed hide cape,29289,mixed hide cape
Mixed hide legs,29283,mixed hide legs
Mixed hide top,29280,mixed hide top
Mole claw,7416,mole claw
Mole skin,7418,mole skin
Mole slippers,23285,mole slippers
Molten glass,1775,molten glass
Monk's robe,542,monk's robe
Monk's robe (g),20202,monk's robe (g)
Monk's robe (t),23306,monk's robe (t)
Monk's robe top,544,monk's robe top
Monk's robe top (g),20199,monk's robe top (g)
Monk's robe top (t),23303,monk's robe top (t)
Monkey bar,4014,monkey bar
Monkey bones,3183,monkey bones
Monkey nuts,4012,monkey nuts
Monkey tail,19610,monkey tail
Monkfish,7946,monkfish
Monocle,12353,monocle
Moon-lite,29418,moon-lite
Moonclan teleport (tablet),24949,moonclan teleport (tablet)
Moonlight antelope antler,29171,moonlight antelope antler
Moonlight antelope fur,29174,moonlight antelope fur
Moonlight antler bolts,28878,moonlight antler bolts
Moonlight mead,2955,moonlight mead
Moonlight mead(4),5817,moonlight mead(4)
Moonlight mead(m),5749,moonlight mead(m)
Moonlight mead(m4),5897,moonlight mead(m4)
Moonlight moth,28893,moonlight moth
Moonlight moth mix (1),29213,moonlight moth mix (1)
Moonlight moth mix (2),29195,moonlight moth mix (2)
Morrigan's javelin,22636,morrigan's javelin
Morrigan's throwing axe,22634,morrigan's throwing axe
Mort myre fungus,2970,mort myre fungus
Mort myre pear,2974,mort myre pear
Mort myre stem,2972,mort myre stem
Mort'ton teleport,12406,mort'ton teleport
Mos le'harmless teleport,12411,mos le'harmless teleport
Mottled eel,22832,mottled eel
Mud battlestaff,6562,mud battlestaff
Mud pie,7170,mud pie
Mud rune,4698,mud rune
Muddy key,991,muddy key
Mummy's body,20083,mummy's body
Mummy's feet,20092,mummy's feet
Mummy's hands,20086,mummy's hands
Mummy's head,20080,mummy's head
Mummy's legs,20089,mummy's legs
Mushroom,6004,mushroom
Mushroom & onion,7066,mushroom & onion
Mushroom pie,21690,mushroom pie
Mushroom potato,7058,mushroom potato
Mushroom spore,5282,mushroom spore
Musketeer hat,12351,musketeer hat
Musketeer pants,12443,musketeer pants
Musketeer tabard,12441,musketeer tabard
Myre snelm (pointed),3337,myre snelm (pointed)
Myre snelm (round),3327,myre snelm (round)
Mystic air staff,1405,mystic air staff
Mystic boots,4097,mystic boots
Mystic boots (dark),4107,mystic boots (dark)
Mystic boots (dusk),23059,mystic boots (dusk)
Mystic boots (light),4117,mystic boots (light)
Mystic dust staff,20739,mystic dust staff
Mystic earth staff,1407,mystic earth staff
Mystic fire staff,1401,mystic fire staff
Mystic gloves,4095,mystic gloves
Mystic gloves (dark),4105,mystic gloves (dark)
Mystic gloves (dusk),23056,mystic gloves (dusk)
Mystic gloves (light),4115,mystic gloves (light)
Mystic hat,4089,mystic hat
Mystic hat (dark),4099,mystic hat (dark)
Mystic hat (dusk),23047,mystic hat (dusk)
Mystic hat (light),4109,mystic hat (light)
Mystic lava staff,3054,mystic lava staff
Mystic mist staff,20733,mystic mist staff
Mystic mud staff,6563,mystic mud staff
Mystic robe bottom,4093,mystic robe bottom
Mystic robe bottom (dark),4103,mystic robe bottom (dark)
Mystic robe bottom (dusk),23053,mystic robe bottom (dusk)
Mystic robe bottom (light),4113,mystic robe bottom (light)
Mystic robe top,4091,mystic robe top
Mystic robe top (dark),4101,mystic robe top (dark)
Mystic robe top (dusk),23050,mystic robe top (dusk)
Mystic robe top (light),4111,mystic robe top (light)
Mystic set (blue),23113,mystic set (blue)
Mystic set (dark),23116,mystic set (dark)
Mystic set (dusk),23119,mystic set (dusk)
Mystic set (light),23110,mystic set (light)
Mystic smoke staff,12000,mystic smoke staff
Mystic steam staff,11789,mystic steam staff
Mystic water staff,1403,mystic water staff
Nail beast nails,10937,nail beast nails
Nardah teleport,12402,nardah teleport
Nasturtium seed,5098,nasturtium seed
Nasturtiums,6012,nasturtiums
Nature impling jar,11250,nature impling jar
Nature offerings,28152,nature offerings
Nature rune,561,nature rune
Nature talisman,1462,nature talisman
Nature tiara,5541,nature tiara
Navy cavalier,12325,navy cavalier
Necklace mould,1597,necklace mould
Necklace of anguish,19547,necklace of anguish
Necklace of faith,21157,necklace of faith
Necklace of passage(5),21146,necklace of passage(5)
Needle,1733,needle
Neitiznot shield,10826,neitiznot shield
Nice hedge (bagged),8439,nice hedge (bagged)
Nightmare staff,24422,nightmare staff
Nihil dust,26368,nihil dust
Nihil horn,26372,nihil horn
Nihil shard,26231,nihil shard
Ninja impling jar,11254,ninja impling jar
Noose wand,10150,noose wand
Nose peg,4168,nose peg
Not meat,29098,not meat
Numulite,21555,numulite
Nunchaku,19918,nunchaku
Oak armchair (flatpack),8504,oak armchair (flatpack)
Oak armour case (flatpack),9859,oak armour case (flatpack)
Oak bed (flatpack),8578,oak bed (flatpack)
Oak bench (flatpack),8564,oak bench (flatpack)
Oak bird house,21515,oak bird house
Oak blackjack(d),6410,oak blackjack(d)
Oak blackjack(o),6408,oak blackjack(o)
Oak bookcase (flatpack),8512,oak bookcase (flatpack)
Oak cape rack (flatpack),9843,oak cape rack (flatpack)
Oak chair (flatpack),8502,oak chair (flatpack)
Oak clock (flatpack),8590,oak clock (flatpack)
Oak dining table (flatpack),8550,oak dining table (flatpack)
Oak drawers (flatpack),8612,oak drawers (flatpack)
Oak dresser (flatpack),8600,oak dresser (flatpack)
Oak fancy dress box (flatpack),9865,oak fancy dress box (flatpack)
Oak kitchen table (flatpack),8530,oak kitchen table (flatpack)
Oak leaves,6022,oak leaves
Oak logs,1521,oak logs
Oak longbow,845,oak longbow
Oak longbow (u),56,oak longbow (u)
Oak magic wardrobe (flatpack),9852,oak magic wardrobe (flatpack)
Oak plank,8778,oak plank
Oak pyre logs,3440,oak pyre logs
Oak roots,6043,oak roots
Oak sapling,5370,oak sapling
Oak shaving stand (flatpack),8598,oak shaving stand (flatpack)
Oak shield,22251,oak shield
Oak shortbow,843,oak shortbow
Oak shortbow (u),54,oak shortbow (u)
Oak stock,9442,oak stock
Oak toy box (flatpack),9849,oak toy box (flatpack)
Oak treasure chest (flatpack),9862,oak treasure chest (flatpack)
Oak wardrobe (flatpack),8614,oak wardrobe (flatpack)
Obsidian armour set,21279,obsidian armour set
Obsidian cape,6568,obsidian cape
Obsidian cape (r),20050,obsidian cape (r)
Obsidian helmet,21298,obsidian helmet
Obsidian platebody,21301,obsidian platebody
Obsidian platelegs,21304,obsidian platelegs
Occult necklace,12002,occult necklace
Occult ornament kit,20065,occult ornament kit
Ochre snelm (pointed),3341,ochre snelm (pointed)
Ochre snelm (round),3331,ochre snelm (round)
Odium shard 1,11928,odium shard 1
Odium shard 2,11929,odium shard 2
Odium shard 3,11930,odium shard 3
Odium ward,11926,odium ward
Ogre arrow,2866,ogre arrow
Ogre arrow shaft,2864,ogre arrow shaft
Ogre coffin key,4850,ogre coffin key
Oil lamp,4522,oil lamp
Oil lantern,4537,oil lantern
Oil lantern frame,4540,oil lantern frame
Old demon mask,20029,old demon mask
Old school bond,13190,old school bond
Olive oil(1),3428,olive oil(1)
Olive oil(2),3426,olive oil(2)
Olive oil(3),3424,olive oil(3)
Olive oil(4),3422,olive oil(4)
Onion,1957,onion
Onion & tomato,1875,onion & tomato
Onion seed,5319,onion seed
Onions(10),5458,onions(10)
Onyx,6573,onyx
Onyx amulet,6581,onyx amulet
Onyx amulet (u),6579,onyx amulet (u)
Onyx bolt tips,9194,onyx bolt tips
Onyx bolts,9342,onyx bolts
Onyx bolts (e),9245,onyx bolts (e)
Onyx bracelet,11130,onyx bracelet
Onyx dragon bolts,21973,onyx dragon bolts
Onyx dragon bolts (e),21950,onyx dragon bolts (e)
Onyx necklace,6577,onyx necklace
Onyx ring,6575,onyx ring
Opal,1609,opal
Opal amulet,21108,opal amulet
Opal amulet (u),21099,opal amulet (u)
Opal bolt tips,45,opal bolt tips
Opal bolts,879,opal bolts
Opal bolts (e),9236,opal bolts (e)
Opal bracelet,21117,opal bracelet
Opal dragon bolts,21955,opal dragon bolts
Opal dragon bolts (e),21932,opal dragon bolts (e)
Opal machete,6313,opal machete
Opal necklace,21090,opal necklace
Opal ring,21081,opal ring
Opulent table (flatpack),8560,opulent table (flatpack)
Orange,2108,orange
Orange boater,7321,orange boater
Orange cape,1031,orange cape
Orange chunks,2110,orange chunks
Orange dye,1769,orange dye
Orange feather,10091,orange feather
Orange flowers,2470,orange flowers
Orange salamander,10146,orange salamander
Orange sapling,5498,orange sapling
Orange slices,2112,orange slices
Orange tree seed,5285,orange tree seed
Oranges(5),5396,oranges(5)
Ornate maul handle,24229,ornate maul handle
Osman's report,26602,osman's report
Osmumten's fang,26219,osmumten's fang
Ourania teleport (tablet),24951,ourania teleport (tablet)
Ourg bones,4834,ourg bones
Oyster,407,oyster
Oyster pearl,411,oyster pearl
Oyster pearls,413,oyster pearls
Paddewwa teleport (tablet),12781,paddewwa teleport (tablet)
Palm sapling,5502,palm sapling
Palm tree seed,5289,palm tree seed
Pantaloons,10396,pantaloons
Papaya fruit,5972,papaya fruit
Papaya sapling,5501,papaya sapling
Papaya tree seed,5288,papaya tree seed
Papyrus,970,papyrus
Partyhat & specs,12399,partyhat & specs
Partyhat set,13173,partyhat set
Pastry dough,1953,pastry dough
Pat of butter,6697,pat of butter
Peaceful blessing,20226,peaceful blessing
Pearl bolt tips,46,pearl bolt tips
Pearl bolts,880,pearl bolts
Pearl bolts (e),9238,pearl bolts (e)
Pearl dragon bolts,21959,pearl dragon bolts
Pearl dragon bolts (e),21936,pearl dragon bolts (e)
Pegasian boots,13237,pegasian boots
Pegasian crystal,13229,pegasian crystal
Penguin mask,12428,penguin mask
Perfected quetzal whistle blueprint,29256,perfected quetzal whistle blueprint
Pest control teleport,12407,pest control teleport
Pestle and mortar,233,pestle and mortar
Pharaoh's sceptre (uncharged),26945,pharaoh's sceptre (uncharged)
Phoenix necklace,11090,phoenix necklace
Phrin remains,3398,phrin remains
Pie dish,2313,pie dish
Pie recipe book,7162,pie recipe book
Pie shell,2315,pie shell
Pike,351,pike
Pile of salt,4689,pile of salt
Pineapple,2114,pineapple
Pineapple chunks,2116,pineapple chunks
Pineapple pizza,2301,pineapple pizza
Pineapple punch,2048,pineapple punch
Pineapple ring,2118,pineapple ring
Pineapple sapling,5500,pineapple sapling
Pineapple seed,5287,pineapple seed
Pink boater,12309,pink boater
Pink boots,626,pink boots
Pink cape,6959,pink cape
Pink elegant blouse,12339,pink elegant blouse
Pink elegant legs,12317,pink elegant legs
Pink elegant shirt,12315,pink elegant shirt
Pink elegant skirt,12341,pink elegant skirt
Pink hat,656,pink hat
Pink headband,12305,pink headband
Pink robe bottoms,646,pink robe bottoms
Pink robe top,636,pink robe top
Pink skirt,1013,pink skirt
Pirate bandana (blue),7130,pirate bandana (blue)
Pirate bandana (brown),7136,pirate bandana (brown)
Pirate bandana (red),7124,pirate bandana (red)
Pirate bandana (white),7112,pirate bandana (white)
Pirate boots,7114,pirate boots
Pirate hat & patch,12412,pirate hat & patch
Pirate leggings (beige),7116,pirate leggings (beige)
Pirate leggings (blue),7132,pirate leggings (blue)
Pirate leggings (brown),7138,pirate leggings (brown)
Pirate leggings (red),7126,pirate leggings (red)
Pirate's hat,2651,pirate's hat
Pirate's hook,2997,pirate's hook
Piscarilius banner,20260,piscarilius banner
Piscarilius hood,20122,piscarilius hood
Piscarilius scarf,19952,piscarilius scarf
Piscatoris teleport,12408,piscatoris teleport
Pith helmet,12516,pith helmet
Pitta bread,1865,pitta bread
Pizza base,2283,pizza base
Plain pizza,2289,plain pizza
Plank,960,plank
Plant cure,6036,plant cure
Poison (item),273,poison (item)
Poison chalice,197,poison chalice
Poison ivy berries,6018,poison ivy berries
Poison ivy seed,5106,poison ivy seed
Polar camo legs,10067,polar camo legs
Polar camo legs (equipped),28860,polar camo legs (equipped)
Polar camo top,10065,polar camo top
Polar camo top (equipped),28857,polar camo top (equipped)
Polar kebbit fur,10117,polar kebbit fur
Polished buttons,10496,polished buttons
Pot,1931,pot
Pot lid,4440,pot lid
Pot of cornflour,7468,pot of cornflour
Pot of cream,2130,pot of cream
Pot of flour,1933,pot of flour
Potato,1942,potato
Potato cactus,3138,potato cactus
Potato cactus seed,22873,potato cactus seed
Potato seed,5318,potato seed
Potato with butter,6703,potato with butter
Potato with cheese,6705,potato with cheese
Potatoes(10),5438,potatoes(10)
Pottery scarab,9032,pottery scarab
Pottery statuette,9036,pottery statuette
Prayer mix(1),11467,prayer mix(1)
Prayer mix(2),11465,prayer mix(2)
Prayer potion(1),143,prayer potion(1)
Prayer potion(2),141,prayer potion(2)
Prayer potion(3),139,prayer potion(3)
Prayer potion(4),2434,prayer potion(4)
Premade blurb' sp.,2028,premade blurb' sp.
Premade c+t batta,2223,premade c+t batta
Premade ch' crunch,2239,premade ch' crunch
Premade choc bomb,2229,premade choc bomb
Premade choc s'dy,2030,premade choc s'dy
Premade dr' dragon,2032,premade dr' dragon
Premade fr' blast,2034,premade fr' blast
Premade fr't batta,2225,premade fr't batta
Premade p' punch,2036,premade p' punch
Premade s'y crunch,2241,premade s'y crunch
Premade sgg,2038,premade sgg
Premade t'd batta,2221,premade t'd batta
Premade t'd crunch,2243,premade t'd crunch
Premade ttl,2231,premade ttl
Premade veg ball,2235,premade veg ball
Premade veg batta,2227,premade veg batta
Premade w'm batta,2219,premade w'm batta
Premade w'm crun',2237,premade w'm crun'
Premade wiz blz'd,2040,premade wiz blz'd
Premade worm hole,2233,premade worm hole
Priest gown (bottom),428,priest gown (bottom)
Priest gown (top),426,priest gown (top)
Primordial boots,13239,primordial boots
Primordial crystal,13231,primordial crystal
Proboscis,6319,proboscis
Proselyte cuisse,9676,proselyte cuisse
Proselyte harness f,9670,proselyte harness f
Proselyte harness m,9666,proselyte harness m
Proselyte hauberk,9674,proselyte hauberk
Proselyte sallet,9672,proselyte sallet
Proselyte tasset,9678,proselyte tasset
Pumpkin,1959,pumpkin
Pure essence,7936,pure essence
Purple boater,12311,purple boater
Purple boots,2934,purple boots
Purple cape,1029,purple cape
Purple dye,1773,purple dye
Purple elegant blouse,10436,purple elegant blouse
Purple elegant legs,10418,purple elegant legs
Purple elegant shirt,10416,purple elegant shirt
Purple elegant skirt,10438,purple elegant skirt
Purple firelighter,10326,purple firelighter
Purple flowers,2468,purple flowers
Purple gloves,2942,purple gloves
Purple hat,2940,purple hat
Purple partyhat,1046,purple partyhat
Purple robe bottoms,2938,purple robe bottoms
Purple robe top,2936,purple robe top
Purple sweets,10476,purple sweets
Pyre logs,3438,pyre logs
Pyrophosphite,21545,pyrophosphite
Quetzal feed,29307,quetzal feed
Rabbit foot,10134,rabbit foot
Rabbit snare,10031,rabbit snare
Rain bow,23357,rain bow
Rainbow fish,10136,rainbow fish
Rake,5341,rake
Ranarr potion (unf),99,ranarr potion (unf)
Ranarr seed,5295,ranarr seed
Ranarr weed,257,ranarr weed
Ranger boots,2577,ranger boots
Ranger gloves,19994,ranger gloves
Rangers' tights,23249,rangers' tights
Rangers' tunic,12596,rangers' tunic
Ranging mix(1),11511,ranging mix(1)
Ranging mix(2),11509,ranging mix(2)
Ranging potion(1),173,ranging potion(1)
Ranging potion(2),171,ranging potion(2)
Ranging potion(3),169,ranging potion(3)
Ranging potion(4),2444,ranging potion(4)
Raurg bones,4832,raurg bones
Raw admiral pie,7196,raw admiral pie
Raw anchovies,321,raw anchovies
Raw anglerfish,13439,raw anglerfish
Raw barb-tailed kebbit,29101,raw barb-tailed kebbit
Raw bass,363,raw bass
Raw bear meat,2136,raw bear meat
Raw beast meat,9986,raw beast meat
Raw beef,2132,raw beef
Raw bird meat,9978,raw bird meat
Raw boar meat,25833,raw boar meat
Raw cave eel,5001,raw cave eel
Raw chicken,2138,raw chicken
Raw chompy,2876,raw chompy
Raw cod,341,raw cod
Raw dark crab,11934,raw dark crab
Raw dashing kebbit,29107,raw dashing kebbit
Raw fish pie,7186,raw fish pie
Raw garden pie,7176,raw garden pie
Raw graahk,29119,raw graahk
Raw herring,345,raw herring
Raw jubbly,7566,raw jubbly
Raw karambwan,3142,raw karambwan
Raw kyatt,29125,raw kyatt
Raw larupia,29122,raw larupia
Raw lobster,377,raw lobster
Raw mackerel,353,raw mackerel
Raw manta ray,389,raw manta ray
Raw monkfish,7944,raw monkfish
Raw moonlight antelope,29113,raw moonlight antelope
Raw mud pie,7168,raw mud pie
Raw mystery meat,24782,raw mystery meat
Raw oomlie,2337,raw oomlie
Raw pike,349,raw pike
Raw pyre fox,29110,raw pyre fox
Raw rabbit,3226,raw rabbit
Raw rainbow fish,10138,raw rainbow fish
Raw rat meat,2134,raw rat meat
Raw salmon,331,raw salmon
Raw sardine,327,raw sardine
Raw sea turtle,395,raw sea turtle
Raw shark,383,raw shark
Raw shrimps,317,raw shrimps
Raw slimy eel,3379,raw slimy eel
Raw summer pie,7216,raw summer pie
Raw sunlight antelope,29116,raw sunlight antelope
Raw swordfish,371,raw swordfish
Raw trout,335,raw trout
Raw tuna,359,raw tuna
Raw ugthanki meat,1859,raw ugthanki meat
Raw wild kebbit,29104,raw wild kebbit
Raw wild pie,7206,raw wild pie
Raw yak meat,10816,raw yak meat
Red bead,1470,red bead
Red beret,12247,red beret
Red boater,7319,red boater
Red boots,2904,red boots
Red cape,1007,red cape
Red cavalier,12323,red cavalier
Red chinchompa,10034,red chinchompa
Red d'hide body,2501,red d'hide body
Red d'hide body (g),12327,red d'hide body (g)
Red d'hide body (t),12331,red d'hide body (t)
Red d'hide chaps,2495,red d'hide chaps
Red d'hide chaps (g),12329,red d'hide chaps (g)
Red d'hide chaps (t),12333,red d'hide chaps (t)
Red d'hide shield,22281,red d'hide shield
Red d'hide vambraces,2489,red d'hide vambraces
Red dragon leather,2507,red dragon leather
Red dragon mask,12522,red dragon mask
Red dragonhide,1749,red dragonhide
Red dragonhide set,12869,red dragonhide set
Red dye,1763,red dye
Red elegant blouse,10424,red elegant blouse
Red elegant legs,10406,red elegant legs
Red elegant shirt,10404,red elegant shirt
Red elegant skirt,10426,red elegant skirt
Red feather,10088,red feather
Red firelighter,7329,red firelighter
Red flowers,2462,red flowers
Red gloves,2912,red gloves
Red halloween mask,1057,red halloween mask
Red hat,2910,red hat
Red headband,2645,red headband
Red partyhat,1038,red partyhat
Red robe bottoms,2908,red robe bottoms
Red robe top,2906,red robe top
Red salamander,10147,red salamander
Red spiders' eggs,223,red spiders' eggs
Red spiky vambraces,10083,red spiky vambraces
Red topaz,1613,red topaz
Red topaz machete,6317,red topaz machete
Redberries,1951,redberries
Redberry pie,2325,redberry pie
Redberry seed,5101,redberry seed
Redwood bird house,22204,redwood bird house
Redwood logs,19669,redwood logs
Redwood pyre logs,19672,redwood pyre logs
Redwood sapling,22859,redwood sapling
Redwood shield,22266,redwood shield
Redwood tree seed,22871,redwood tree seed
Regen bracelet,11133,regen bracelet
Relicym's balm(1),4848,relicym's balm(1)
Relicym's balm(2),4846,relicym's balm(2)
Relicym's balm(3),4844,relicym's balm(3)
Relicym's balm(4),4842,relicym's balm(4)
Relicym's mix(1),11439,relicym's mix(1)
Relicym's mix(2),11437,relicym's mix(2)
Restore mix(1),11451,restore mix(1)
Restore mix(2),11449,restore mix(2)
Restore potion(1),131,restore potion(1)
Restore potion(2),129,restore potion(2)
Restore potion(3),127,restore potion(3)
Restore potion(4),2430,restore potion(4)
Revenant cave teleport,21802,revenant cave teleport
Revenant ether,21820,revenant ether
Ribcage piece,6165,ribcage piece
Right eye patch,1025,right eye patch
Ring mould,1592,ring mould
Ring of 3rd age,23185,ring of 3rd age
Ring of coins,20017,ring of coins
Ring of dueling(8),2552,ring of dueling(8)
Ring of endurance (uncharged),24844,ring of endurance (uncharged)
Ring of forging,2568,ring of forging
Ring of life,2570,ring of life
Ring of nature,20005,ring of nature
Ring of pursuit,21126,ring of pursuit
Ring of recoil,2550,ring of recoil
Ring of returning(5),21129,ring of returning(5)
Ring of stone,6583,ring of stone
Ring of suffering,19550,ring of suffering
Ring of the elements,26815,ring of the elements
Ring of the gods,12601,ring of the gods
Ring of wealth,2572,ring of wealth
Ring of wealth (5),11980,ring of wealth (5)
Ring of wealth scroll,12783,ring of wealth scroll
